2.345663467709862005e+00,4.214999973773956299e-01,9.673454761505126953e-01,-5.458454787731170654e-01
2.890658385035052014e+00,3.447000086307525635e-01,9.673454761505126953e-01,-6.226454675197601318e-01
1.002580012564051604e+00,7.646999955177307129e-01,9.673454761505126953e-01,-2.026454806327819824e-01
2.647310273859367236e+00,3.817999958992004395e-01,9.673454761505126953e-01,-5.855454802513122559e-01
9.335763121647442375e-01,7.911000251770019531e-01,9.673454761505126953e-01,-1.762454509735107422e-01
5.100322738136164880e-01,9.114999771118164062e-01,9.673454761505126953e-01,-5.584549903869628906e-02
2.291220530843804060e+00,4.366999864578247070e-01,9.673454761505126953e-01,-5.306454896926879883e-01
2.256132834542268650e+00,4.384000003337860107e-01,9.673454761505126953e-01,-5.289454758167266846e-01
2.252202758943429473e+00,4.352000057697296143e-01,9.673454761505126953e-01,-5.321454703807830811e-01
2.233568036770413379e+00,4.410000145435333252e-01,9.673454761505126953e-01,-5.263454616069793701e-01
1.011241935374478373e-01,9.585000276565551758e-01,9.673454761505126953e-01,-8.845448493957519531e-03
3.542027745795324201e+00,2.892999947071075439e-01,9.673454761505126953e-01,-6.780454814434051514e-01
3.350117886071839468e+00,3.036000132560729980e-01,9.673454761505126953e-01,-6.637454628944396973e-01
2.231113045027743880e-01,9.526000022888183594e-01,9.673454761505126953e-01,-1.474547386169433594e-02
1.711499086340052767e+00,5.515999794006347656e-01,9.673454761505126953e-01,-4.157454967498779297e-01
2.501285998342544392e+00,3.973000049591064453e-01,9.673454761505126953e-01,-5.700454711914062500e-01
1.382737830866070716e+00,6.474000215530395508e-01,9.673454761505126953e-01,-3.199454545974731445e-01
1.225227474942955030e+00,6.941000223159790039e-01,9.673454761505126953e-01,-2.732454538345336914e-01
7.262560117965755069e-02,9.582999944686889648e-01,9.673454761505126953e-01,-9.045481681823730469e-03
3.909409982562025210e+00,2.590999901294708252e-01,9.673454761505126953e-01,-7.082454860210418701e-01
1.650833071814555630e+00,5.698999762535095215e-01,9.673454761505126953e-01,-3.974454998970031738e-01
1.716702932343718402e+00,5.540999770164489746e-01,9.673454761505126953e-01,-4.132454991340637207e-01
3.745354199048007704e+00,2.716000080108642578e-01,9.673454761505126953e-01,-6.957454681396484375e-01
3.427151904289855278e+00,2.960000038146972656e-01,9.673454761505126953e-01,-6.713454723358154297e-01
1.472031913186891305e+00,6.179000139236450195e-01,9.673454761505126953e-01,-3.494454622268676758e-01
2.252252333945490737e+00,4.427999854087829590e-01,9.673454761505126953e-01,-5.245454907417297363e-01
3.668860087041875939e+00,2.820999920368194580e-01,9.673454761505126953e-01,-6.852454841136932373e-01
8.176942422549360323e-01,8.288999795913696289e-01,9.673454761505126953e-01,-1.384454965591430664e-01
1.255736923142743322e+00,6.890000104904174805e-01,9.673454761505126953e-01,-2.783454656600952148e-01
8.176302755749915718e-01,8.274999856948852539e-01,9.673454761505126953e-01,-1.398454904556274414e-01
1.476149146013209901e+00,6.112999916076660156e-01,9.673454761505126953e-01,-3.560454845428466797e-01
