1.584519083260274019e-01,9.764000177383422852e-01,9.776999950408935547e-01
5.194762418695175743e-02,9.749000072479248047e-01,9.782999753952026367e-01
8.451954487129462734e-01,8.845999836921691895e-01,9.401000142097473145e-01
3.165093693540897979e-01,9.678000211715698242e-01,9.756000041961669922e-01
4.958508088606543573e-01,9.513999819755554199e-01,9.689000248908996582e-01
6.963000590618808605e-01,9.183999896049499512e-01,9.606999754905700684e-01
5.602561909185970190e-01,9.415000081062316895e-01,9.660000205039978027e-01
7.576266649248818430e-01,8.826000094413757324e-01,9.577999711036682129e-01
6.896204782366897046e-01,9.114000201225280762e-01,9.610000252723693848e-01
3.119558426216533231e-01,9.682999849319458008e-01,9.739000201225280762e-01
1.042957372534898397e-01,9.749000072479248047e-01,9.771999716758728027e-01
4.984421758893793353e-01,9.502999782562255859e-01,9.671999812126159668e-01
6.889639153485053180e-01,9.269000291824340820e-01,9.575999975204467773e-01
5.568747514004981358e-01,9.290999770164489746e-01,9.682999849319458008e-01
8.517825299043565446e-01,8.730999827384948730e-01,9.444000124931335449e-01
3.810710496096653133e-01,9.639999866485595703e-01,9.728999733924865723e-01
4.035973926295758352e-01,9.570000171661376953e-01,9.718999862670898438e-01
7.172091824127415638e-01,9.071999788284301758e-01,9.605000019073486328e-01
4.081266006192496576e-02,9.707000255584716797e-01,9.760000109672546387e-01
7.720841109875248298e-01,9.032999873161315918e-01,9.548000097274780273e-01
7.000446796124734083e-01,9.088000059127807617e-01,9.560999870300292969e-01
8.757891659005165863e-01,8.842999935150146484e-01,9.437000155448913574e-01
3.283704493028249960e-02,9.764000177383422852e-01,9.789999723434448242e-01
8.621564292036407728e-01,8.784000277519226074e-01,9.459999799728393555e-01
1.126161641993950191e-01,9.786999821662902832e-01,9.761000275611877441e-01
5.086714479045442161e-01,9.466000199317932129e-01,9.641000032424926758e-01
8.884718191515497132e-01,8.812000155448913574e-01,9.408000111579895020e-01
2.153316698119944750e-02,9.779999852180480957e-01,9.779000282287597656e-01
9.717924899526027005e-01,8.611999750137329102e-01,9.276999831199645996e-01
6.652346687917390922e-01,9.390000104904174805e-01,9.616000056266784668e-01
6.342057620403553919e-01,9.233999848365783691e-01,9.606000185012817383e-01
8.028952338423150925e-01,8.924999833106994629e-01,9.451000094413757324e-01
1.722015437773362079e-01,9.757000207901000977e-01,9.760000109672546387e-01
6.652683929137381824e-02,9.722999930381774902e-01,9.758999943733215332e-01
6.364708189464326482e-01,9.154000282287597656e-01,9.599999785423278809e-01
5.541338134051673192e-01,9.434999823570251465e-01,9.684000015258789062e-01
6.155105292824523122e-01,9.253000020980834961e-01,9.656000137329101562e-01
8.909416795493622088e-01,8.411999940872192383e-01,9.358999729156494141e-01
3.420447120802139196e-02,9.757999777793884277e-01,9.761000275611877441e-01
7.994241424398954576e-01,8.792999982833862305e-01,9.460999965667724609e-01
6.064356097442118454e-01,9.405000209808349609e-01,9.650999903678894043e-01
9.653317180187348523e-02,9.751999974250793457e-01,9.760000109672546387e-01
9.083442341065396386e-01,8.446999788284301758e-01,9.401000142097473145e-01
2.129683411229188472e-01,9.660999774932861328e-01,9.763000011444091797e-01
9.093599407950962998e-01,8.720999956130981445e-01,9.348999857902526855e-01
8.703870408168390416e-01,8.805000185966491699e-01,9.465000033378601074e-01
9.520271216360769451e-01,8.456000089645385742e-01,9.323999881744384766e-01
3.578754163581232550e-02,9.746999740600585938e-01,9.792000055313110352e-01
2.393695747309206867e-01,9.707000255584716797e-01,9.760000109672546387e-01
2.534892465392249994e-01,9.675999879837036133e-01,9.760000109672546387e-01
2.349394620224839469e-01,9.722999930381774902e-01,9.738000035285949707e-01
6.143463485511135858e-02,9.736999869346618652e-01,9.793999791145324707e-01
2.437194631657432220e-01,9.708999991416931152e-01,9.746999740600585938e-01
4.904239060403179362e-01,9.521999955177307129e-01,9.686999917030334473e-01
2.190845237596482642e-01,9.760000109672546387e-01,9.781000018119812012e-01
7.872529747231252761e-01,9.039000272750854492e-01,9.520000219345092773e-01
5.579988420203007005e-01,9.423000216484069824e-01,9.671000242233276367e-01
6.308053172790051288e-01,9.344999790191650391e-01,9.654999971389770508e-01
6.384732763752333229e-01,9.248999953269958496e-01,9.649999737739562988e-01
8.292864081054566183e-01,8.873999714851379395e-01,9.433000087738037109e-01
3.820625387380960358e-02,9.768000245094299316e-01,9.797000288963317871e-01
7.074003798818201405e-01,9.223999977111816406e-01,9.559000134468078613e-01
6.728709370979611970e-01,9.142000079154968262e-01,9.621000289916992188e-01
3.880448621058961711e-01,9.639000296592712402e-01,9.739999771118164062e-01
4.052503303923471467e-02,9.768000245094299316e-01,9.757000207901000977e-01
6.211502247965171586e-01,9.376000165939331055e-01,9.635000228881835938e-01
