8.437646174847558411e-01,1.231999993324279785e-01,7.567999958992004395e-01
2.915650101536476635e-01,2.116000056266784668e-01,9.150000214576721191e-01
6.030482607388540917e-01,1.506000012159347534e-01,8.327999711036682129e-01
9.025508858966370118e-01,1.218999996781349182e-01,7.264999747276306152e-01
1.871314599051998595e-01,3.411999940872192383e-01,9.330000281333923340e-01
2.990934264783680074e-01,2.327000051736831665e-01,9.075999855995178223e-01
9.145321697442357900e-01,1.352999955415725708e-01,7.189999818801879883e-01
7.936966373157550159e-02,6.315000057220458984e-01,9.380000233650207520e-01
2.235001152888755893e-01,2.570999860763549805e-01,9.265000224113464355e-01
3.973055817624404629e-01,1.781000047922134399e-01,8.981000185012817383e-01
2.829887898958334258e-01,2.084999978542327881e-01,9.190000295639038086e-01
9.921933247922554155e-02,5.942000150680541992e-01,9.354000091552734375e-01
9.085223400916309089e-01,1.208999976515769958e-01,7.204999923706054688e-01
7.294936024343579017e-02,7.116000056266784668e-01,9.377999901771545410e-01
6.351641119361770560e-01,1.413999944925308228e-01,8.332999944686889648e-01
6.286842135666138587e-01,1.463000029325485229e-01,8.278999924659729004e-01
5.990914072005931734e-01,1.243000030517578125e-01,8.398000001907348633e-01
2.244289255847508047e-01,2.865999937057495117e-01,9.247000217437744141e-01
7.997543333554719691e-01,1.374000012874603271e-01,7.858999967575073242e-01
3.124077010388977005e-01,2.143000066280364990e-01,9.154999852180480957e-01
9.544438396734570285e-01,1.110000014305114746e-01,7.030000090599060059e-01
8.935607748793102934e-01,1.306000053882598877e-01,7.472000122070312500e-01
3.199212714658427048e-01,2.105000019073486328e-01,9.107999801635742188e-01
6.291572811056460601e-01,1.271000057458877563e-01,8.298000097274780273e-01
9.562689634732228772e-01,1.075000017881393433e-01,7.059999704360961914e-01
3.437562400636862137e-01,2.185000032186508179e-01,9.042999744415283203e-01
6.446530698236556667e-01,1.263000071048736572e-01,8.338000178337097168e-01
9.271017524744504801e-01,1.203000023961067200e-01,7.328000068664550781e-01
6.677925932846678903e-01,1.415999978780746460e-01,8.248999714851379395e-01
5.257966880760173156e-01,1.548999994993209839e-01,8.578000068664550781e-01
8.391658598169224881e-01,1.402000039815902710e-01,7.447000145912170410e-01
8.748577007952529350e-01,1.217999979853630066e-01,7.411999702453613281e-01
4.921469879854611928e-02,8.481000065803527832e-01,9.379000067710876465e-01
3.144268742544480411e-01,2.313999980688095093e-01,9.121000170707702637e-01
3.843293831335993227e-01,1.814000010490417480e-01,8.996999859809875488e-01
6.304869368514558481e-01,1.376000046730041504e-01,8.284999728202819824e-01
1.295626575027456484e-01,5.141000151634216309e-01,9.358000159263610840e-01
7.174888537261170374e-02,7.300999760627746582e-01,9.401000142097473145e-01
9.128413814436916462e-01,1.415999978780746460e-01,7.329000234603881836e-01
3.464076347704964087e-01,1.973000019788742065e-01,9.082000255584716797e-01
7.308256628309917069e-01,1.342999935150146484e-01,7.983999848365783691e-01
1.579277448883078527e-01,4.372000098228454590e-01,9.323999881744384766e-01
5.507772410673914543e-01,1.266999989748001099e-01,8.493000268936157227e-01
8.227028208508094798e-01,1.344999969005584717e-01,7.527999877929687500e-01
9.558696320649009426e-01,1.116999983787536621e-01,6.906999945640563965e-01
5.379290102414462371e-01,1.479000002145767212e-01,8.661999702453613281e-01
2.138717405805009575e-01,2.876000106334686279e-01,9.262999892234802246e-01
1.479339038495037784e-01,4.314999878406524658e-01,9.318000078201293945e-01
2.595811670248856506e-01,2.763000130653381348e-01,9.186999797821044922e-01
9.822006095121764702e-01,1.207000017166137695e-01,7.032999992370605469e-01
7.631799743865930186e-01,1.273999959230422974e-01,7.968000173568725586e-01
8.009366944779303665e-01,1.274999976158142090e-01,7.730000019073486328e-01
1.105222790977720138e-01,5.885000228881835938e-01,9.340000152587890625e-01
7.239192280615673880e-01,1.289999932050704956e-01,7.989000082015991211e-01
2.318793977283061247e-01,3.228000104427337646e-01,9.229999780654907227e-01
2.224843542290821929e-01,3.323000073432922363e-01,9.233999848365783691e-01
4.650455355787190825e-01,1.469999998807907104e-01,8.817999958992004395e-01
5.885532202109550193e-01,1.446000039577484131e-01,8.501999974250793457e-01
3.487312400433872916e-01,2.043000012636184692e-01,9.128999710083007812e-01
9.140217450584335879e-01,1.264999955892562866e-01,7.389000058174133301e-01
1.890365794458115367e-03,9.363999962806701660e-01,9.368000030517578125e-01
3.906029498153511526e-01,1.842000037431716919e-01,9.003000259399414062e-01
7.049751670650417079e-01,1.279000043869018555e-01,7.932000160217285156e-01
9.227660419482974774e-02,6.128000020980834961e-01,9.404000043869018555e-01
4.731568235562281233e-01,1.358000040054321289e-01,8.744999766349792480e-01
6.300936563346842822e-01,1.429000049829483032e-01,8.363999724388122559e-01
5.072220700056911946e-01,1.607999950647354126e-01,8.683000206947326660e-01
2.148993209496100620e-01,3.147999942302703857e-01,9.271000027656555176e-01
4.013034266557935492e-01,1.991000026464462280e-01,8.910999894142150879e-01
6.617838203115312679e-01,1.335999965667724609e-01,8.143000006675720215e-01
2.625420789203698479e-01,2.362000048160552979e-01,9.193000197410583496e-01
6.672691522325513436e-01,1.304000020027160645e-01,8.086000084877014160e-01
4.731733649662630548e-01,1.494999974966049194e-01,8.713999986648559570e-01
4.147922221417849054e-01,1.731999963521957397e-01,8.942000269889831543e-01
9.285823179202440381e-01,1.193000003695487976e-01,7.026000022888183594e-01
8.473234962933128278e-01,1.282999962568283081e-01,7.484999895095825195e-01
5.396839419777988978e-01,1.579000055789947510e-01,8.564000129699707031e-01
7.509466809941409693e-01,1.352999955415725708e-01,7.940000295639038086e-01
8.052577796769178065e-02,6.611999869346618652e-01,9.370999932289123535e-01
3.403708756679189040e-01,2.148000001907348633e-01,9.010999798774719238e-01
9.489553091882748648e-01,1.253000050783157349e-01,7.031000256538391113e-01
7.606456710873638061e-01,1.312000006437301636e-01,7.763000130653381348e-01
8.308297249168664633e-01,1.150999963283538818e-01,7.565000057220458984e-01
4.190852038847456829e-01,1.679999977350234985e-01,8.927000164985656738e-01
8.716815751714281912e-01,1.202000007033348083e-01,7.354000210762023926e-01
8.240251512056351313e-01,1.351999938488006592e-01,7.476000189781188965e-01
9.559323082696240537e-01,1.306000053882598877e-01,7.042000293731689453e-01
4.670120577211911428e-01,1.655000001192092896e-01,8.784000277519226074e-01
1.913147566190472881e-01,3.750000000000000000e-01,9.323999881744384766e-01
5.691127622349922976e-01,1.481000036001205444e-01,8.493999838829040527e-01
3.002778314918197466e-01,2.502999901771545410e-01,9.126999974250793457e-01
8.784607114016881324e-01,1.284999996423721313e-01,7.540000081062316895e-01
1.159732067067991146e-01,5.688999891281127930e-01,9.344999790191650391e-01
2.407926936254973782e-01,2.815000116825103760e-01,9.240000247955322266e-01
8.801975668018369170e-01,1.186999976634979248e-01,7.332000136375427246e-01
8.023641847264431082e-01,1.280999928712844849e-01,7.555000185966491699e-01
1.933364602206195659e-01,3.630999922752380371e-01,9.261000156402587891e-01
9.889465213672721244e-01,1.233000010251998901e-01,6.920999884605407715e-01
7.831122450732459495e-01,1.226999983191490173e-01,7.860999703407287598e-01
8.462359292846167724e-01,1.272000074386596680e-01,7.447999715805053711e-01
