2.938444335937500000e+04,8.586578125000000000e+03,5.341770507812500000e+03,4.108415527343750000e+03,3.472617187500000000e+03,3.146806396484375000e+03,2.509512939453125000e+03,1.367100341796875000e+03,1.076035034179687500e+03,6.750523681640625000e+02,4.619674682617187500e+02,3.617524719238281250e+02,3.047902221679687500e+02,2.445983428955078125e+02,1.692155456542968750e+02,1.113051071166992188e+02,8.262433624267578125e+01,6.223692703247070312e+01,5.132680511474609375e+01,3.635527801513671875e+01,2.481622695922851562e+01,1.935481262207031250e+01,1.545043849945068359e+01,1.176595783233642578e+01,8.130922317504882812e+00,5.905450820922851562e+00,4.142886161804199219e+00,3.117654800415039062e+00,2.117884159088134766e+00,1.727133274078369141e+00
1.645656445312500000e+04,5.117281250000000000e+03,5.098092773437500000e+03,3.647558105468750000e+03,2.439336914062500000e+03,1.971405639648437500e+03,1.389972778320312500e+03,1.043189941406250000e+03,7.863624267578125000e+02,5.268685913085937500e+02,4.991145019531250000e+02,3.644643554687500000e+02,2.528344268798828125e+02,1.634629211425781250e+02,1.299888610839843750e+02,1.022051239013671875e+02,6.158700180053710938e+01,4.717151641845703125e+01,3.493473434448242188e+01,2.330863571166992188e+01,2.028017425537109375e+01,1.518170738220214844e+01,1.065800094604492188e+01,8.336828231811523438e+00,6.297608852386474609e+00,4.540784358978271484e+00,3.361138820648193359e+00,2.603069305419921875e+00,1.879392981529235840e+00,1.506485700607299805e+00
2.762828906250000000e+04,1.103470117187500000e+04,7.414286621093750000e+03,4.976979980468750000e+03,4.727701660156250000e+03,3.132089355468750000e+03,2.229661865234375000e+03,1.600309570312500000e+03,1.337101196289062500e+03,9.583502807617187500e+02,5.219712524414062500e+02,3.419419860839843750e+02,2.701556701660156250e+02,1.928138122558593750e+02,1.365435638427734375e+02,9.899832153320312500e+01,6.331079101562500000e+01,4.579087829589843750e+01,3.459492874145507812e+01,2.398464965820312500e+01,1.944172096252441406e+01,1.456912612915039062e+01,1.111406040191650391e+01,8.741763114929199219e+00,5.948499679565429688e+00,5.232689857482910156e+00,3.517328023910522461e+00,2.607975482940673828e+00,2.139363765716552734e+00,1.620915770530700684e+00
1.652946484375000000e+04,6.232845703125000000e+03,5.108545410156250000e+03,4.948297363281250000e+03,3.510729492187500000e+03,2.614273193359375000e+03,2.021913696289062500e+03,1.716354492187500000e+03,1.157046020507812500e+03,7.723734130859375000e+02,5.344998168945312500e+02,5.031124267578125000e+02,3.581301574707031250e+02,2.332657012939453125e+02,1.712778015136718750e+02,1.247175750732421875e+02,9.265756225585937500e+01,7.574137878417968750e+01,5.238824462890625000e+01,3.941547775268554688e+01,2.773925209045410156e+01,1.800207328796386719e+01,1.219772434234619141e+01,9.190745353698730469e+00,7.049868106842041016e+00,5.366738319396972656e+00,3.840779066085815430e+00,2.704511165618896484e+00,1.806852579116821289e+00,1.437030673027038574e+00
3.658928125000000000e+04,1.392218750000000000e+04,1.074423144531250000e+04,7.241279785156250000e+03,6.095078125000000000e+03,4.885632324218750000e+03,3.379022460937500000e+03,2.797416015625000000e+03,1.983986694335937500e+03,1.247375488281250000e+03,8.261450805664062500e+02,5.591885986328125000e+02,3.969673156738281250e+02,2.424335937500000000e+02,1.882790985107421875e+02,1.312461090087890625e+02,9.613341522216796875e+01,7.849134826660156250e+01,4.482883453369140625e+01,3.288335037231445312e+01,2.220289039611816406e+01,1.585630035400390625e+01,1.075493812561035156e+01,8.673077583312988281e+00,5.986951828002929688e+00,4.604471683502197266e+00,3.415181398391723633e+00,2.552308797836303711e+00,2.037104129791259766e+00,1.539809584617614746e+00
3.100443164062500000e+04,1.051496679687500000e+04,7.672407226562500000e+03,5.057606933593750000e+03,3.825522949218750000e+03,2.813248046875000000e+03,1.669645629882812500e+03,1.332697875976562500e+03,1.035664062500000000e+03,7.126795043945312500e+02,4.558663024902343750e+02,3.659254150390625000e+02,2.672402343750000000e+02,1.934418029785156250e+02,1.440072937011718750e+02,1.094375915527343750e+02,6.587141418457031250e+01,4.867424774169921875e+01,3.466265106201171875e+01,2.712823867797851562e+01,1.994808578491210938e+01,1.514422512054443359e+01,1.104086780548095703e+01,7.620207309722900391e+00,5.963057994842529297e+00,4.773605346679687500e+00,3.651133537292480469e+00,2.649183034896850586e+00,1.959994554519653320e+00,1.532900929450988770e+00
2.617687500000000000e+04,9.563572265625000000e+03,7.104231445312500000e+03,4.764359863281250000e+03,3.065660400390625000e+03,2.070679443359375000e+03,1.346325317382812500e+03,1.015194519042968750e+03,9.977888183593750000e+02,8.609268188476562500e+02,5.511640014648437500e+02,4.292343139648437500e+02,3.365114440917968750e+02,2.117129364013671875e+02,1.447552947998046875e+02,1.115965728759765625e+02,7.665663909912109375e+01,5.617284774780273438e+01,3.507885360717773438e+01,2.224363899230957031e+01,1.583524417877197266e+01,1.409697818756103516e+01,1.046224021911621094e+01,7.308435916900634766e+00,5.224132537841796875e+00,3.795389175415039062e+00,3.240301609039306641e+00,2.573671579360961914e+00,1.860603928565979004e+00,1.400693297386169434e+00
1.435550097656250000e+04,4.672792968750000000e+03,4.204325683593750000e+03,4.104429687500000000e+03,2.674229248046875000e+03,1.610494140625000000e+03,1.371441406250000000e+03,9.715835571289062500e+02,5.166028442382812500e+02,4.029733581542968750e+02,2.822005615234375000e+02,2.059212646484375000e+02,1.467636718750000000e+02,1.082268753051757812e+02,1.020941162109375000e+02,7.237652587890625000e+01,5.470858001708984375e+01,3.932344436645507812e+01,2.915166664123535156e+01,2.037274742126464844e+01,1.603275680541992188e+01,1.206835269927978516e+01,8.837249755859375000e+00,7.612925529479980469e+00,5.161759376525878906e+00,3.497309923171997070e+00,2.340984344482421875e+00,1.888660430908203125e+00,1.512367486953735352e+00,1.281494259834289551e+00
9.311703125000000000e+03,3.221630371093750000e+03,2.266853515625000000e+03,1.691670043945312500e+03,1.595482177734375000e+03,1.482064697265625000e+03,1.098614135742187500e+03,7.786000366210937500e+02,5.097304382324218750e+02,3.594768371582031250e+02,2.885728454589843750e+02,1.704065704345703125e+02,1.203386306762695312e+02,9.930423736572265625e+01,8.056957244873046875e+01,6.851261901855468750e+01,4.606735229492187500e+01,3.445984268188476562e+01,2.431389045715332031e+01,1.831336212158203125e+01,1.192138957977294922e+01,8.367612838745117188e+00,6.354587078094482422e+00,5.034426689147949219e+00,3.926111221313476562e+00,2.714415550231933594e+00,2.127327442169189453e+00,1.578040003776550293e+00,1.418336629867553711e+00,1.191877126693725586e+00
2.924925976562500000e+04,9.667496093750000000e+03,7.164837402343750000e+03,5.037822753906250000e+03,3.666156005859375000e+03,2.233738037109375000e+03,1.486705810546875000e+03,1.049185424804687500e+03,8.389905395507812500e+02,4.833350524902343750e+02,3.608411865234375000e+02,2.555352478027343750e+02,1.865670166015625000e+02,1.183342514038085938e+02,8.540811157226562500e+01,7.095312500000000000e+01,4.562534332275390625e+01,3.649325561523437500e+01,2.373941040039062500e+01,1.726906585693359375e+01,1.055735778808593750e+01,7.316479206085205078e+00,5.584597110748291016e+00,4.545963764190673828e+00,3.736074686050415039e+00,2.667781591415405273e+00,1.983915925025939941e+00,1.390685915946960449e+00,1.266887545585632324e+00,1.080124020576477051e+00
