6.352951049804687500e+02,5.473060302734375000e+02,4.654463500976562500e+02,3.991882324218750000e+02,3.887469787597656250e+02,3.412993774414062500e+02,2.986464233398437500e+02,2.765922851562500000e+02,2.091088256835937500e+02,1.913192138671875000e+02,1.663494110107421875e+02,1.500304412841796875e+02,1.274863739013671875e+02,1.062843399047851562e+02,9.457492828369140625e+01,8.112947082519531250e+01,6.726607513427734375e+01,5.751740646362304688e+01,5.467783737182617188e+01,4.528411102294921875e+01,3.956431961059570312e+01,3.832953262329101562e+01,3.362865829467773438e+01,3.047015762329101562e+01,2.535562896728515625e+01,2.379379653930664062e+01,2.495032691955566406e+01,2.386563110351562500e+01,2.661946105957031250e+01,3.200516128540039062e+01
2.657411804199218750e+02,2.486294860839843750e+02,2.484309234619140625e+02,2.155314178466796875e+02,1.977522583007812500e+02,1.590098266601562500e+02,1.567345581054687500e+02,1.539753417968750000e+02,1.265098190307617188e+02,1.197625274658203125e+02,1.025254516601562500e+02,9.356348419189453125e+01,8.032366943359375000e+01,7.412562561035156250e+01,6.439456939697265625e+01,5.811370468139648438e+01,5.156964111328125000e+01,5.016062927246093750e+01,4.158413696289062500e+01,3.657294464111328125e+01,3.239917373657226562e+01,2.881016349792480469e+01,2.565306663513183594e+01,2.514663696289062500e+01,2.340216064453125000e+01,2.072232818603515625e+01,2.052683067321777344e+01,2.156094932556152344e+01,2.384737205505371094e+01,2.874429321289062500e+01
1.915189056396484375e+02,1.654815521240234375e+02,1.469446563720703125e+02,1.172711257934570312e+02,1.099303054809570312e+02,9.552128601074218750e+01,8.750344085693359375e+01,7.915290832519531250e+01,6.817173004150390625e+01,6.332056427001953125e+01,5.918460083007812500e+01,5.477325057983398438e+01,5.048374176025390625e+01,4.474676513671875000e+01,4.045155715942382812e+01,4.037160110473632812e+01,3.610759353637695312e+01,3.027325630187988281e+01,2.834497451782226562e+01,2.582815170288085938e+01,2.334006118774414062e+01,2.091892051696777344e+01,1.879273986816406250e+01,1.712938308715820312e+01,1.603540992736816406e+01,1.474110031127929688e+01,1.562158489227294922e+01,1.619880485534667969e+01,2.079383850097656250e+01,2.648466300964355469e+01
9.390067291259765625e+01,8.193140411376953125e+01,7.012837219238281250e+01,6.289275741577148438e+01,5.405528640747070312e+01,4.572670745849609375e+01,4.819248962402343750e+01,4.424435043334960938e+01,3.823920059204101562e+01,3.690621948242187500e+01,3.672637939453125000e+01,3.434944915771484375e+01,3.081204032897949219e+01,2.779720115661621094e+01,2.593014907836914062e+01,2.383182907104492188e+01,2.214177703857421875e+01,2.004513549804687500e+01,1.858406066894531250e+01,1.729687690734863281e+01,1.512984180450439453e+01,1.404066085815429688e+01,1.320484542846679688e+01,1.311552238464355469e+01,1.261723899841308594e+01,1.289867019653320312e+01,1.359426403045654297e+01,1.443221855163574219e+01,1.920597076416015625e+01,2.415026473999023438e+01
7.433692169189453125e+01,6.701108551025390625e+01,6.273866653442382812e+01,5.699358749389648438e+01,4.966988754272460938e+01,4.461418533325195312e+01,4.007271957397460938e+01,3.662481689453125000e+01,2.904278373718261719e+01,2.530784988403320312e+01,2.342198944091796875e+01,2.131407165527343750e+01,2.073417472839355469e+01,1.795411109924316406e+01,1.472051906585693359e+01,1.534459877014160156e+01,1.461639881134033203e+01,1.332690238952636719e+01,1.268947982788085938e+01,1.226921176910400391e+01,1.167132568359375000e+01,1.088608837127685547e+01,1.004655933380126953e+01,1.021763706207275391e+01,1.052233314514160156e+01,1.144130325317382812e+01,1.248590660095214844e+01,1.305704498291015625e+01,1.783491325378417969e+01,2.503725814819335938e+01
3.669639968872070312e+01,3.248852157592773438e+01,2.865944862365722656e+01,2.764768409729003906e+01,2.314929771423339844e+01,2.120009231567382812e+01,1.904967117309570312e+01,1.765774917602539062e+01,1.571859073638916016e+01,1.514902687072753906e+01,1.355041599273681641e+01,1.320166206359863281e+01,1.227979850769042969e+01,1.173097038269042969e+01,1.138410568237304688e+01,1.232385444641113281e+01,1.296681118011474609e+01,1.146498584747314453e+01,1.025442409515380859e+01,9.963243484497070312e+00,1.015046405792236328e+01,9.095499038696289062e+00,8.691856384277343750e+00,8.842528343200683594e+00,9.485356330871582031e+00,9.736118316650390625e+00,1.042045307159423828e+01,1.179408359527587891e+01,1.502716827392578125e+01,2.378679466247558594e+01
2.471483039855957031e+01,2.246790885925292969e+01,2.059218406677246094e+01,1.855052566528320312e+01,1.743906211853027344e+01,1.582435035705566406e+01,1.428012847900390625e+01,1.343428421020507812e+01,1.219982814788818359e+01,1.095228576660156250e+01,9.506008148193359375e+00,9.367078781127929688e+00,8.064779281616210938e+00,7.961519718170166016e+00,7.645909309387207031e+00,7.818347930908203125e+00,7.823163032531738281e+00,7.382622718811035156e+00,6.724896430969238281e+00,6.504197597503662109e+00,6.340559959411621094e+00,6.459062099456787109e+00,6.128306388854980469e+00,6.876410484313964844e+00,7.351092815399169922e+00,8.039441108703613281e+00,9.547582626342773438e+00,1.084817600250244141e+01,1.381113624572753906e+01,2.337744712829589844e+01
2.182554054260253906e+01,1.978719329833984375e+01,1.936807823181152344e+01,1.633173751831054688e+01,1.613484191894531250e+01,1.459141254425048828e+01,1.388116931915283203e+01,1.324195957183837891e+01,1.179480743408203125e+01,1.108084869384765625e+01,9.136575698852539062e+00,8.582176208496093750e+00,8.564559936523437500e+00,8.685012817382812500e+00,7.834916114807128906e+00,8.352959632873535156e+00,7.986837863922119141e+00,7.156338214874267578e+00,7.379404067993164062e+00,7.381684303283691406e+00,7.450138092041015625e+00,6.971220016479492188e+00,7.037852287292480469e+00,7.208857536315917969e+00,7.915729522705078125e+00,8.035630226135253906e+00,9.010622978210449219e+00,1.070479583740234375e+01,1.395629119873046875e+01,2.353924179077148438e+01
2.356454849243164062e+01,2.191425323486328125e+01,2.166609001159667969e+01,1.977759170532226562e+01,1.795140647888183594e+01,1.712865447998046875e+01,1.521592903137207031e+01,1.302678489685058594e+01,1.166978549957275391e+01,1.075971126556396484e+01,9.649536132812500000e+00,9.793727874755859375e+00,8.654458999633789062e+00,8.965225219726562500e+00,8.421739578247070312e+00,9.420066833496093750e+00,8.908217430114746094e+00,7.884492874145507812e+00,8.053292274475097656e+00,8.031695365905761719e+00,8.296487808227539062e+00,8.602656364440917969e+00,9.345806121826171875e+00,9.790914535522460938e+00,9.940226554870605469e+00,1.028597068786621094e+01,1.105438232421875000e+01,1.271901607513427734e+01,1.563301467895507812e+01,2.424317359924316406e+01
3.275735092163085938e+01,2.870506095886230469e+01,2.788213920593261719e+01,2.601945495605468750e+01,2.324248313903808594e+01,2.006263160705566406e+01,1.959601593017578125e+01,1.766606903076171875e+01,1.521598243713378906e+01,1.411082935333251953e+01,1.279878711700439453e+01,1.184410667419433594e+01,1.068293190002441406e+01,9.623691558837890625e+00,8.789022445678710938e+00,9.136200904846191406e+00,8.630947113037109375e+00,8.150242805480957031e+00,8.374236106872558594e+00,8.520039558410644531e+00,8.519103050231933594e+00,9.406333923339843750e+00,9.539361000061035156e+00,1.017934417724609375e+01,1.143434143066406250e+01,1.232785797119140625e+01,1.344972133636474609e+01,1.392811679840087891e+01,1.509026622772216797e+01,2.237298774719238281e+01
