2.028652449888352916e+00,4.519999921321868896e-01,9.891090989112854004e-01,-5.371091067790985107e-01
1.940628970328723835e+00,4.636000096797943115e-01,9.891090989112854004e-01,-5.255090892314910889e-01
2.430299403364698296e+00,3.856000006198883057e-01,9.891090989112854004e-01,-6.035090982913970947e-01
6.157082671181886013e-01,9.108999967575073242e-01,9.891090989112854004e-01,-7.820910215377807617e-02
2.645302148878919013e+00,3.598999977111816406e-01,9.891090989112854004e-01,-6.292091012001037598e-01
2.552085357869286142e+00,3.680000007152557373e-01,9.891090989112854004e-01,-6.211090981960296631e-01
2.306843933784921141e-01,9.652000069618225098e-01,9.891090989112854004e-01,-2.390909194946289062e-02
2.356721506895068874e+00,3.934000134468078613e-01,9.891090989112854004e-01,-5.957090854644775391e-01
2.999875375853990001e+00,3.118000030517578125e-01,9.891090989112854004e-01,-6.773090958595275879e-01
1.150913944030060421e+00,7.268999814987182617e-01,9.891090989112854004e-01,-2.622091174125671387e-01
9.740561527288815746e-01,7.918999791145324707e-01,9.891090989112854004e-01,-1.972091197967529297e-01
1.216458704840060356e+00,7.050999999046325684e-01,9.891090989112854004e-01,-2.840090990066528320e-01
2.039952555424446867e+00,4.598999917507171631e-01,9.891090989112854004e-01,-5.292091071605682373e-01
2.887607839610494498e+00,3.231000006198883057e-01,9.891090989112854004e-01,-6.660090982913970947e-01
3.571373177899640261e+00,2.666999995708465576e-01,9.891090989112854004e-01,-7.224090993404388428e-01
2.911920412797022184e+00,3.251000046730041504e-01,9.891090989112854004e-01,-6.640090942382812500e-01
1.591932113564079820e+00,5.828999876976013184e-01,9.891090989112854004e-01,-4.062091112136840820e-01
2.304541493249305795e-01,9.649999737739562988e-01,9.891090989112854004e-01,-2.410912513732910156e-02
1.347859476749519558e+00,6.570000052452087402e-01,9.891090989112854004e-01,-3.321090936660766602e-01
1.077904887438356329e+00,7.585999965667724609e-01,9.891090989112854004e-01,-2.305091023445129395e-01
3.278185110210707354e+00,2.838000059127807617e-01,9.891090989112854004e-01,-7.053090929985046387e-01
1.548028028071470885e-01,9.682000279426574707e-01,9.891090989112854004e-01,-2.090907096862792969e-02
1.769016785837094652e+00,5.235000252723693848e-01,9.891090989112854004e-01,-4.656090736389160156e-01
9.567871987967810909e-01,8.022999763488769531e-01,9.891090989112854004e-01,-1.868091225624084473e-01
3.467585015261526848e+00,2.755999863147735596e-01,9.891090989112854004e-01,-7.135091125965118408e-01
1.653222814295538079e+00,5.504000186920166016e-01,9.891090989112854004e-01,-4.387090802192687988e-01
8.078339150732354312e-01,8.507999777793884277e-01,9.891090989112854004e-01,-1.383091211318969727e-01
8.714281226778384237e-01,8.295000195503234863e-01,9.891090989112854004e-01,-1.596090793609619141e-01
1.791420748528377516e+00,5.271999835968017578e-01,9.891090989112854004e-01,-4.619091153144836426e-01
3.143735274387986500e+00,2.957000136375427246e-01,9.891090989112854004e-01,-6.934090852737426758e-01
3.003678513322525223e+00,3.089999854564666748e-01,9.891090989112854004e-01,-6.801091134548187256e-01
2.112181793309941380e+00,4.424000084400177002e-01,9.891090989112854004e-01,-5.467090904712677002e-01
3.522463060128410373e+00,2.639999985694885254e-01,9.891090989112854004e-01,-7.251091003417968750e-01
1.483043285234117992e+00,6.061999797821044922e-01,9.891090989112854004e-01,-3.829091191291809082e-01
1.766297575781019535e+00,5.235999822616577148e-01,9.891090989112854004e-01,-4.655091166496276855e-01
5.513940531239676091e-01,9.259999990463256836e-01,9.891090989112854004e-01,-6.310909986495971680e-02
4.288784246893597718e-01,9.474999904632568359e-01,9.891090989112854004e-01,-4.160910844802856445e-02
4.319792522968297632e-01,9.458000063896179199e-01,9.891090989112854004e-01,-4.330909252166748047e-02
2.911500674692302226e-01,9.610000252723693848e-01,9.891090989112854004e-01,-2.810907363891601562e-02
3.764139039157630151e+00,2.549000084400177002e-01,9.891090989112854004e-01,-7.342090904712677002e-01
3.938947459791413586e+00,2.409999966621398926e-01,9.891090989112854004e-01,-7.481091022491455078e-01
1.502740259103934051e-01,9.679999947547912598e-01,9.891090989112854004e-01,-2.110910415649414062e-02
1.241205703514939973e+00,6.952000260353088379e-01,9.891090989112854004e-01,-2.939090728759765625e-01
3.958034617461369642e+00,2.433999925851821899e-01,9.891090989112854004e-01,-7.457091063261032104e-01
1.390796117586870828e+00,6.323999762535095215e-01,9.891090989112854004e-01,-3.567091226577758789e-01
2.456426554049027100e+00,3.846000134944915771e-01,9.891090989112854004e-01,-6.045090854167938232e-01
3.716952596208371595e-01,9.520999789237976074e-01,9.891090989112854004e-01,-3.700911998748779297e-02
1.453850921113779116e+00,6.182000041007995605e-01,9.891090989112854004e-01,-3.709090948104858398e-01
2.472392477280925593e+00,3.855000138282775879e-01,9.891090989112854004e-01,-6.036090850830078125e-01
2.315709462558346310e-01,9.628000259399414062e-01,9.891090989112854004e-01,-2.630907297134399414e-02
2.055952817285203515e+00,4.523999989032745361e-01,9.891090989112854004e-01,-5.367091000080108643e-01
